"nuts2_code,""year"",""fertility"",""density"",""GWP"",""NO2+Mean(pollutant_av)"",""O3+Mean(pollutant_av)"",""PM2.5+Mean(pollutant_av)"""
"BE33,2018,1.61472,289,""1848,939919"",18.8,5210.4,10.4"
"BE33,2018,1.61472,289,""233,7136441"",18.8,5210.4,10.4"
"BE33,2018,1.61472,289,""2364,577984"",18.8,5210.4,10.4"
"BE33,2018,1.61472,289,""2808,039135"",18.8,5210.4,10.4"
"BE33,2018,1.61472,289,""32,49077353"",18.8,5210.4,10.4"
"BE33,2018,1.61472,289,""3887,187506"",18.8,5210.4,10.4"
"BE33,2019,1.62042,289.7,""1433,397748"",16.2,3901.9,8.4"
"BE33,2019,1.62042,289.7,""1897,502977"",16.2,3901.9,8.4"
"BE33,2019,1.62042,289.7,""229,3472358"",16.2,3901.9,8.4"
"BE33,2019,1.62042,289.7,""2329,618673"",16.2,3901.9,8.4"
"BE33,2019,1.62042,289.7,""2774,46506"",16.2,3901.9,8.4"
"BE33,2019,1.62042,289.7,""30,81713762"",16.2,3901.9,8.4"
"BE33,2019,1.62042,289.7,""4012,32008"",16.2,3901.9,8.4"
"BE34,2017,1.68855,63.8,""2054,246718"",12,3604.6,8.8"
"BE34,2017,1.68855,63.8,""32,27947043"",12,3604.6,8.8"
"BE34,2017,1.68855,63.8,""35,34050498"",12,3604.6,8.8"
"BE34,2017,1.68855,63.8,""473,0536288"",12,3604.6,8.8"
"BE34,2017,1.68855,63.8,""54,9245884"",12,3604.6,8.8"
"BE34,2017,1.68855,63.8,""762,3091046"",12,3604.6,8.8"
"BE34,2017,1.68855,63.8,""822,2611964"",12,3604.6,8.8"
"BE34,2018,1.63383,64.1,""2061,935679"",12.2,5473.9,8.8"
"BE34,2018,1.63383,64.1,""31,27310641"",12.2,5473.9,8.8"
"BE34,2018,1.63383,64.1,""34,81527144"",12.2,5473.9,8.8"
"BE34,2018,1.63383,64.1,""480,3988839"",12.2,5473.9,8.8"
"BE34,2018,1.63383,64.1,""55,91699431"",12.2,5473.9,8.8"
"BE34,2018,1.63383,64.1,""763,821588"",12.2,5473.9,8.8"
"BE34,2018,1.63383,64.1,""800,3736926"",12.2,5473.9,8.8"
"BE34,2019,1.76202,64.6,""2034,116557"",11,4390,7.2"
"BE34,2019,1.76202,64.6,""29,66219388"",11,4390,7.2"
"BE34,2019,1.76202,64.6,""38,09933876"",11,4390,7.2"
"BE34,2019,1.76202,64.6,""478,841895"",11,4390,7.2"
"BE34,2019,1.76202,64.6,""54,26862824"",11,4390,7.2"
"BE34,2019,1.76202,64.6,""771,7313738"",11,4390,7.2"
"BE34,2019,1.76202,64.6,""791,9598919"",11,4390,7.2"
"BE35,2017,1.55624,135,""1200,56744"",16.1,2839.9,10.1"
"BE35,2017,1.55624,135,""1987,07542"",16.1,2839.9,10.1"
"BE35,2017,1.55624,135,""2060,262334"",16.1,2839.9,10.1"
"BE35,2017,1.55624,135,""292,2217735"",16.1,2839.9,10.1"
"BE35,2017,1.55624,135,""30,80761326"",16.1,2839.9,10.1"
"BE35,2017,1.55624,135,""67,29321522"",16.1,2839.9,10.1"
"BE35,2017,1.55624,135,""904,0014977"",16.1,2839.9,10.1"
"BE35,2018,1.5672,135.3,""1182,0275"",15.1,5047.3,10.6"
"BE35,2018,1.5672,135.3,""1994,154137"",15.1,5047.3,10.6"
"BE35,2018,1.5672,135.3,""2106,135532"",15.1,5047.3,10.6"
"BE35,2018,1.5672,135.3,""29,84713673"",15.1,5047.3,10.6"
"BE35,2018,1.5672,135.3,""296,6898576"",15.1,5047.3,10.6"
"BE35,2018,1.5672,135.3,""68,48610168"",15.1,5047.3,10.6"
"BE35,2018,1.5672,135.3,""917,4691066"",15.1,5047.3,10.6"
"BE35,2019,1.53616,135.9,""1181,877636"",14.9,3731.4,8.8"
"BE35,2019,1.53616,135.9,""1969,057748"",14.9,3731.4,8.8"
"BE35,2019,1.53616,135.9,""2158,520794"",14.9,3731.4,8.8"
"BE35,2019,1.53616,135.9,""28,30967749"",14.9,3731.4,8.8"
"BE35,2019,1.53616,135.9,""306,3448453"",14.9,3731.4,8.8"
"BE35,2019,1.53616,135.9,""66,38204056"",14.9,3731.4,8.8"
"BE35,2019,1.53616,135.9,""916,7611377"",14.9,3731.4,8.8"
"BG31,2017,1.85291,40.5,""1250,537574"",16.7,4099.3,21.8"
"BG31,2017,1.85291,40.5,""2270,889281"",16.7,4099.3,21.8"
"BG31,2017,1.85291,40.5,""246,4196633"",16.7,4099.3,21.8"
"BG31,2017,1.85291,40.5,""31,75916817"",16.7,4099.3,21.8"
"BG31,2017,1.85291,40.5,""456,84377"",16.7,4099.3,21.8"
"BG31,2017,1.85291,40.5,""735,3816341"",16.7,4099.3,21.8"
"BG31,2017,1.85291,40.5,""931,1155549"",16.7,4099.3,21.8"
"BG31,2018,1.88775,39.8,""1279,132953"",15.8,3689.3,21.1"
"BG31,2018,1.88775,39.8,""216,0764026"",15.8,3689.3,21.1"
"BG31,2018,1.88775,39.8,""2265,088552"",15.8,3689.3,21.1"
"BG31,2018,1.88775,39.8,""30,67998386"",15.8,3689.3,21.1"
"BG31,2018,1.88775,39.8,""421,5496786"",15.8,3689.3,21.1"
"BG31,2018,1.88775,39.8,""659,7870449"",15.8,3689.3,21.1"
"BG31,2018,1.88775,39.8,""915,0464298"",15.8,3689.3,21.1"
"BG31,2019,1.90808,39,""1298,023873"",15.2,3317.8,19.2"
"BG31,2019,1.90808,39,""210,2830519"",15.2,3317.8,19.2"
"BG31,2019,1.90808,39,""2199,168989"",15.2,3317.8,19.2"
"BG31,2019,1.90808,39,""30,02136541"",15.2,3317.8,19.2"
"BG31,2019,1.90808,39,""411,5732744"",15.2,3317.8,19.2"
"BG31,2019,1.90808,39,""541,4655486"",15.2,3317.8,19.2"
"BG31,2019,1.90808,39,""931,5186352"",15.2,3317.8,19.2"
"BG32,2017,1.71635,54.6,""1016,934754"",16.4,4556.6,19.5"
"BG32,2017,1.71635,54.6,""1908,566269"",16.4,4556.6,19.5"
"BG32,2017,1.71635,54.6,""23,95568302"",16.4,4556.6,19.5"
"BG32,2017,1.71635,54.6,""246,9274334"",16.4,4556.6,19.5"
"BG32,2017,1.71635,54.6,""641,4717737"",16.4,4556.6,19.5"
"BG32,2017,1.71635,54.6,""689,236621"",16.4,4556.6,19.5"
"BG32,2017,1.71635,54.6,""997,5756971"",16.4,4556.6,19.5"
"BG32,2018,1.75067,53.9,""1041,528511"",17,3969.1,19.5"
"BG32,2018,1.75067,53.9,""1647,007215"",17,3969.1,19.5"
"BG32,2018,1.75067,53.9,""221,9260676"",17,3969.1,19.5"
"BG32,2018,1.75067,53.9,""23,14166306"",17,3969.1,19.5"
"BG32,2018,1.75067,53.9,""591,1593899"",17,3969.1,19.5"
"BG32,2018,1.75067,53.9,""771,5587241"",17,3969.1,19.5"
"BG32,2018,1.75067,53.9,""981,67592"",17,3969.1,19.5"
"BG32,2019,1.77018,53.1,""1058,453031"",16.6,3588.6,16.6"
"BG32,2019,1.77018,53.1,""1518,234266"",16.6,3588.6,16.6"
"BG32,2019,1.77018,53.1,""214,2930181"",16.6,3588.6,16.6"
"BG32,2019,1.77018,53.1,""22,64487249"",16.6,3588.6,16.6"
"BG32,2019,1.77018,53.1,""576,8746506"",16.6,3588.6,16.6"
"BG32,2019,1.77018,53.1,""811,7705233"",16.6,3588.6,16.6"
"BG32,2019,1.77018,53.1,""987,7022061"",16.6,3588.6,16.6"
"BG33,2017,1.68931,64.3,""1192,357195"",16.4,4075.2,16.6"
"BG33,2017,1.68931,64.3,""1237,328057"",16.4,4075.2,16.6"
"BG33,2017,1.68931,64.3,""1438,020186"",16.4,4075.2,16.6"
"BG33,2017,1.68931,64.3,""20,3230094"",16.4,4075.2,16.6"
"BG33,2017,1.68931,64.3,""265,4530428"",16.4,4075.2,16.6"
"BG33,2017,1.68931,64.3,""2965,73999"",16.4,4075.2,16.6"
"BG33,2017,1.68931,64.3,""843,7964727"",16.4,4075.2,16.6"
"BG33,2018,1.73954,64,""1138,460783"",18,4364.4,17.8"
"BG33,2018,1.73954,64,""1171,075394"",18,4364.4,17.8"
"BG33,2018,1.73954,64,""1470,1649"",18,4364.4,17.8"
"BG33,2018,1.73954,64,""19,63242857"",18,4364.4,17.8"
"BG33,2018,1.73954,64,""246,4421111"",18,4364.4,17.8"
"BG33,2018,1.73954,64,""3024,700613"",18,4364.4,17.8"
"BG33,2018,1.73954,64,""739,1114762"",18,4364.4,17.8"
"BG33,2019,1.83009,63.7,""1109,523282"",17.9,4126.9,15.9"
"BG33,2019,1.83009,63.7,""1175,157096"",17.9,4126.9,15.9"
"BG33,2019,1.83009,63.7,""1490,488117"",17.9,4126.9,15.9"
"BG33,2019,1.83009,63.7,""1684,94817"",17.9,4126.9,15.9"
"BG33,2019,1.83009,63.7,""19,21097203"",17.9,4126.9,15.9"
"BG33,2019,1.83009,63.7,""238,6074149"",17.9,4126.9,15.9"
"BG33,2019,1.83009,63.7,""2932,902437"",17.9,4126.9,15.9"
"BG34,2017,2.10908,53.2,""1165,210087"",16.4,4398.7,19"
"BG34,2017,2.10908,53.2,""1337,992886"",16.4,4398.7,19"
"BG34,2017,2.10908,53.2,""1714,021593"",16.4,4398.7,19"
"BG34,2017,2.10908,53.2,""17743,7149"",16.4,4398.7,19"
"BG34,2017,2.10908,53.2,""26,73247562"",16.4,4398.7,19"
"BG34,2017,2.10908,53.2,""3009,40508"",16.4,4398.7,19"
"BG34,2017,2.10908,53.2,""304,2299438"",16.4,4398.7,19"
"BG34,2018,2.10184,52.9,""1133,027383"",18.6,4171.7,17.3"
"BG34,2018,2.10184,52.9,""1253,054901"",18.6,4171.7,17.3"
"BG34,2018,2.10184,52.9,""15389,81856"",18.6,4171.7,17.3"
"BG34,2018,2.10184,52.9,""1756,282432"",18.6,4171.7,17.3"
"BG34,2018,2.10184,52.9,""25,82409956"",18.6,4171.7,17.3"
"BG34,2018,2.10184,52.9,""278,6075726"",18.6,4171.7,17.3"
"BG34,2018,2.10184,52.9,""2930,017656"",18.6,4171.7,17.3"
"BG34,2019,2.15573,52.5,""1146,201507"",16.2,3757.4,15.5"
"BG34,2019,2.15573,52.5,""1228,947755"",16.2,3757.4,15.5"
"BG34,2019,2.15573,52.5,""13852,78485"",16.2,3757.4,15.5"
"BG34,2019,2.15573,52.5,""1784,651574"",16.2,3757.4,15.5"
"BG34,2019,2.15573,52.5,""25,26972415"",16.2,3757.4,15.5"
"BG34,2019,2.15573,52.5,""270,6748294"",16.2,3757.4,15.5"
"BG34,2019,2.15573,52.5,""3115,682971"",16.2,3757.4,15.5"
"BG41,2017,1.45777,104.4,""1826,006076"",24.7,3496.7,27.5"
"BG41,2017,1.45777,104.4,""2129,314348"",24.7,3496.7,27.5"
"BG41,2017,1.45777,104.4,""2130,000172"",24.7,3496.7,27.5"
"BG41,2017,1.45777,104.4,""28,24512213"",24.7,3496.7,27.5"
"BG41,2017,1.45777,104.4,""4384,270092"",24.7,3496.7,27.5"
"BG41,2017,1.45777,104.4,""586,2147077"",24.7,3496.7,27.5"
"BG41,2017,1.45777,104.4,""794,6641588"",24.7,3496.7,27.5"
"BG41,2018,1.46803,104.1,""1959,355777"",22.4,3056.6,25.8"
"BG41,2018,1.46803,104.1,""1961,205801"",22.4,3056.6,25.8"
"BG41,2018,1.46803,104.1,""2173,986274"",22.4,3056.6,25.8"
"BG41,2018,1.46803,104.1,""27,28534598"",22.4,3056.6,25.8"
"BG41,2018,1.46803,104.1,""3893,685002"",22.4,3056.6,25.8"
"BG41,2018,1.46803,104.1,""548,3107913"",22.4,3056.6,25.8"
"BG41,2018,1.46803,104.1,""755,8774339"",22.4,3056.6,25.8"
"BG41,2019,1.53127,103.7,""1909,075479"",23.5,2959.1,20.4"
"BG41,2019,1.53127,103.7,""2004,376286"",23.5,2959.1,20.4"
"BG41,2019,1.53127,103.7,""2201,813205"",23.5,2959.1,20.4"
"BG41,2019,1.53127,103.7,""26,69960145"",23.5,2959.1,20.4"
"BG41,2019,1.53127,103.7,""3214,618721"",23.5,2959.1,20.4"
"BG41,2019,1.53127,103.7,""538,1262569"",23.5,2959.1,20.4"
"BG41,2019,1.53127,103.7,""798,3545769"",23.5,2959.1,20.4"
"BG42,2017,1.79732,64.3,""1703,410781"",18,3698.2,23.5"
"BG42,2017,1.79732,64.3,""2649,298963"",18,3698.2,23.5"
"BG42,2017,1.79732,64.3,""29,11460404"",18,3698.2,23.5"
"BG42,2017,1.79732,64.3,""416,4383728"",18,3698.2,23.5"
"BG42,2017,1.79732,64.3,""572,0390132"",18,3698.2,23.5"
"BG42,2017,1.79732,64.3,""768,0096397"",18,3698.2,23.5"
"BG42,2017,1.79732,64.3,""929,691808"",18,3698.2,23.5"
"BG42,2018,1.83131,63.9,""1748,903561"",17.8,4016.2,19.9"
"BG42,2018,1.83131,63.9,""2740,157054"",17.8,4016.2,19.9"
"BG42,2018,1.83131,63.9,""28,12528267"",17.8,4016.2,19.9"
"BG42,2018,1.83131,63.9,""383,463662"",17.8,4016.2,19.9"
"BG42,2018,1.83131,63.9,""529,0274188"",17.8,4016.2,19.9"
"BG42,2018,1.83131,63.9,""696,9862317"",17.8,4016.2,19.9"
"BG42,2018,1.83131,63.9,""910,108433"",17.8,4016.2,19.9"
"BG42,2019,1.87979,63.7,""1781,328334"",16.7,3803.2,17.9"
"BG42,2019,1.87979,63.7,""2638,219397"",16.7,3803.2,17.9"
"BG42,2019,1.87979,63.7,""27,52150692"",16.7,3803.2,17.9"
"BG42,2019,1.87979,63.7,""374,8392087"",16.7,3803.2,17.9"
"BG42,2019,1.87979,63.7,""517,0626937"",16.7,3803.2,17.9"
"BG42,2019,1.87979,63.7,""564,74389"",16.7,3803.2,17.9"
"BG42,2019,1.87979,63.7,""921,0504116"",16.7,3803.2,17.9"
"CY00,2017,1.32,93.3,""1937,948904"",19.7,6020.2,15.7"
"CY00,2017,1.32,93.3,""2018,112019"",19.7,6020.2,15.7"
"CY00,2017,1.32,93.3,""25,71589812"",19.7,6020.2,15.7"
"CY00,2017,1.32,93.3,""3272,107945"",19.7,6020.2,15.7"
"CY00,2017,1.32,93.3,""537,1586577"",19.7,6020.2,15.7"
"CY00,2017,1.32,93.3,""566,353203"",19.7,6020.2,15.7"
"CY00,2017,1.32,93.3,""631,8560117"",19.7,6020.2,15.7"
"CY00,2018,1.32,94.4,""1826,827729"",23.5,6834.8,14.5"
"CY00,2018,1.32,94.4,""2030,365324"",23.5,6834.8,14.5"
"CY00,2018,1.32,94.4,""25,58094363"",23.5,6834.8,14.5"
"CY00,2018,1.32,94.4,""3311,42058"",23.5,6834.8,14.5"
"CY00,2018,1.32,94.4,""495,1666933"",23.5,6834.8,14.5"
"CY00,2018,1.32,94.4,""560,0643033"",23.5,6834.8,14.5"
"CY00,2018,1.32,94.4,""975,1517353"",23.5,6834.8,14.5"
"CY00,2019,1.33,95.7,""1448,433325"",20.9,5645.1,14.7"
"CY00,2019,1.33,95.7,""1811,415918"",20.9,5645.1,14.7"
"CY00,2019,1.33,95.7,""2050,357924"",20.9,5645.1,14.7"
"CY00,2019,1.33,95.7,""25,74904471"",20.9,5645.1,14.7"
"CY00,2019,1.33,95.7,""3258,513304"",20.9,5645.1,14.7"
"CY00,2019,1.33,95.7,""573,2081215"",20.9,5645.1,14.7"
"CY00,2019,1.33,95.7,""575,5543352"",20.9,5645.1,14.7"
"CZ01,2017,1.55,2654.7,""1,912962828"",22.7,3881.8,17"
"CZ01,2017,1.55,2654.7,""1221,589361"",22.7,3881.8,17"
"CZ01,2017,1.55,2654.7,""1580,497747"",22.7,3881.8,17"
"CZ01,2017,1.55,2654.7,""1677,75203"",22.7,3881.8,17"
"CZ01,2017,1.55,2654.7,""19,74903629"",22.7,3881.8,17"
"CZ01,2017,1.55,2654.7,""378,3514091"",22.7,3881.8,17"
"CZ01,2017,1.55,2654.7,""540,2633833"",22.7,3881.8,17"
"CZ01,2018,1.56,2683.7,""1,853406358"",23.1,6757.5,18"
"CZ01,2018,1.56,2683.7,""1194,842041"",23.1,6757.5,18"
"CZ01,2018,1.56,2683.7,""1520,387304"",23.1,6757.5,18"
"CZ01,2018,1.56,2683.7,""1709,409308"",23.1,6757.5,18"
"CZ01,2018,1.56,2683.7,""18,57708544"",23.1,6757.5,18"
"CZ01,2018,1.56,2683.7,""396,4702755"",23.1,6757.5,18"
"CZ01,2018,1.56,2683.7,""545,6777714"",23.1,6757.5,18"
"CZ01,2019,1.52,2714.3,""1,777991587"",21.6,5248.1,14"
"CZ01,2019,1.52,2714.3,""1110,60177"",21.6,5248.1,14"
"CZ01,2019,1.52,2714.3,""1448,905104"",21.6,5248.1,14"
"CZ01,2019,1.52,2714.3,""1696,244913"",21.6,5248.1,14"
"CZ01,2019,1.52,2714.3,""18,41522951"",21.6,5248.1,14"
"CZ01,2019,1.52,2714.3,""410,5744826"",21.6,5248.1,14"
"CZ01,2019,1.52,2714.3,""550,8157795"",21.6,5248.1,14"
"CZ02,2017,1.79,125.6,""1336,9763"",13.8,4200.5,15.8"
"CZ02,2017,1.79,125.6,""1889,313991"",13.8,4200.5,15.8"
"CZ02,2017,1.79,125.6,""3104,428004"",13.8,4200.5,15.8"
"CZ02,2017,1.79,125.6,""3452,983686"",13.8,4200.5,15.8"
"CZ02,2017,1.79,125.6,""42,91841173"",13.8,4200.5,15.8"
"CZ02,2017,1.79,125.6,""760,3503861"",13.8,4200.5,15.8"
"CZ02,2017,1.79,125.6,""8555,601153"",13.8,4200.5,15.8"
"CZ02,2018,1.74,127,""1259,489145"",14.1,7231.2,17"
"CZ02,2018,1.74,127,""1886,414698"",14.1,7231.2,17"
"CZ02,2018,1.74,127,""3136,336813"",14.1,7231.2,17"
"CZ02,2018,1.74,127,""3467,054286"",14.1,7231.2,17"
"CZ02,2018,1.74,127,""41,58222835"",14.1,7231.2,17"
"CZ02,2018,1.74,127,""771,6346544"",14.1,7231.2,17"
"CZ02,2018,1.74,127,""8473,8968"",14.1,7231.2,17"
"CZ02,2019,1.76,128.5,""1255,056487"",12.7,5657.3,12.5"
"CZ02,2019,1.76,128.5,""1812,50628"",12.7,5657.3,12.5"
"CZ02,2019,1.76,128.5,""3165,488135"",12.7,5657.3,12.5"
"CZ02,2019,1.76,128.5,""3382,824921"",12.7,5657.3,12.5"
"CZ02,2019,1.76,128.5,""39,89025497"",12.7,5657.3,12.5"
"CZ02,2019,1.76,128.5,""7758,46424"",12.7,5657.3,12.5"
"CZ02,2019,1.76,128.5,""807,514884"",12.7,5657.3,12.5"
"CZ03,2017,1.7,71.1,""1674,49135"",13.2,4038,13.5"
"CZ03,2017,1.7,71.1,""1930,785732"",13.2,4038,13.5"
"CZ03,2017,1.7,71.1,""2353,77287"",13.2,4038,13.5"
"CZ03,2017,1.7,71.1,""2596,771352"",13.2,4038,13.5"
"CZ03,2017,1.7,71.1,""3518,243504"",13.2,4038,13.5"
"CZ03,2017,1.7,71.1,""66,37527694"",13.2,4038,13.5"
"CZ03,2017,1.7,71.1,""686,9297695"",13.2,4038,13.5"
"CZ03,2018,1.72,71.4,""1565,082068"",13.5,6789.5,14.6"
"CZ03,2018,1.72,71.4,""1810,183765"",13.5,6789.5,14.6"
"CZ03,2018,1.72,71.4,""2306,253832"",13.5,6789.5,14.6"
"CZ03,2018,1.72,71.4,""2621,968104"",13.5,6789.5,14.6"
"CZ03,2018,1.72,71.4,""3555,610616"",13.5,6789.5,14.6"
"CZ03,2018,1.72,71.4,""64,30880853"",13.5,6789.5,14.6"
"CZ03,2018,1.72,71.4,""697,8301931"",13.5,6789.5,14.6"
"CZ03,2019,1.72,71.8,""1504,571215"",12,5240.6,10.8"
"CZ03,2019,1.72,71.8,""1804,45545"",12,5240.6,10.8"
"CZ03,2019,1.72,71.8,""2134,35283"",12,5240.6,10.8"
"CZ03,2019,1.72,71.8,""2478,613475"",12,5240.6,10.8"
"CZ03,2019,1.72,71.8,""3589,49389"",12,5240.6,10.8"
"CZ03,2019,1.72,71.8,""61,69209471"",12,5240.6,10.8"
"CZ03,2019,1.72,71.8,""731,1815842"",12,5240.6,10.8"
"CZ04,2017,1.67,131.9,""1489,875231"",15.6,3893.6,15"
"CZ04,2017,1.67,131.9,""1796,003319"",15.6,3893.6,15"
"CZ04,2017,1.67,131.9,""26393,92838"",15.6,3893.6,15"
"CZ04,2017,1.67,131.9,""36,62801083"",15.6,3893.6,15"
"CZ04,2017,1.67,131.9,""502,9915603"",15.6,3893.6,15"
"CZ04,2017,1.67,131.9,""7838,341511"",15.6,3893.6,15"
"CZ04,2017,1.67,131.9,""899,4239229"",15.6,3893.6,15"
"CZ04,2018,1.66,131.7,""1379,964466"",16,6688.6,16.6"
"CZ04,2018,1.66,131.7,""1814,230666"",16,6688.6,16.6"
"CZ04,2018,1.66,131.7,""26258,37699"",16,6688.6,16.6"
"CZ04,2018,1.66,131.7,""35,48766716"",16,6688.6,16.6"
"CZ04,2018,1.66,131.7,""499,5853129"",16,6688.6,16.6"
"CZ04,2018,1.66,131.7,""7739,420534"",16,6688.6,16.6"
"CZ04,2018,1.66,131.7,""838,480607"",16,6688.6,16.6"
"CZ04,2019,1.71,131.7,""1322,459905"",15,5578.9,12.2"
"CZ04,2019,1.71,131.7,""1829,931461"",15,5578.9,12.2"
"CZ04,2019,1.71,131.7,""24421,12629"",15,5578.9,12.2"
"CZ04,2019,1.71,131.7,""34,04368038"",15,5578.9,12.2"
"CZ04,2019,1.71,131.7,""523,9909885"",15,5578.9,12.2"
"CZ04,2019,1.71,131.7,""7548,418283"",15,5578.9,12.2"
"CZ04,2019,1.71,131.7,""835,4929946"",15,5578.9,12.2"
"CZ05,2017,1.7,123.2,""1450,765353"",13,4390.7,16.9"
"CZ05,2017,1.7,123.2,""2021,451664"",13,4390.7,16.9"
"CZ05,2017,1.7,123.2,""2796,523676"",13,4390.7,16.9"
"CZ05,2017,1.7,123.2,""2912,024728"",13,4390.7,16.9"
"CZ05,2017,1.7,123.2,""49,59411958"",13,4390.7,16.9"
"CZ05,2017,1.7,123.2,""764,6205868"",13,4390.7,16.9"
"CZ05,2017,1.7,123.2,""8800,788795"",13,4390.7,16.9"
"CZ05,2018,1.74,123.4,""1371,047606"",13.3,7340.1,17.2"
"CZ05,2018,1.74,123.4,""1878,480658"",13.3,7340.1,17.2"
"CZ05,2018,1.74,123.4,""2825,261343"",13.3,7340.1,17.2"
"CZ05,2018,1.74,123.4,""2944,772499"",13.3,7340.1,17.2"
"CZ05,2018,1.74,123.4,""48,05010069"",13.3,7340.1,17.2"
"CZ05,2018,1.74,123.4,""774,2300682"",13.3,7340.1,17.2"
"CZ05,2018,1.74,123.4,""8668,829388"",13.3,7340.1,17.2"
"CZ05,2019,1.76,123.7,""1367,537652"",11.7,5522.7,13.8"
"CZ05,2019,1.76,123.7,""1801,52934"",11.7,5522.7,13.8"
"CZ05,2019,1.76,123.7,""2851,191735"",11.7,5522.7,13.8"
"CZ05,2019,1.76,123.7,""2881,916349"",11.7,5522.7,13.8"
"CZ05,2019,1.76,123.7,""46,09495076"",11.7,5522.7,13.8"
"CZ05,2019,1.76,123.7,""7917,026313"",11.7,5522.7,13.8"
"CZ05,2019,1.76,123.7,""809,5028593"",11.7,5522.7,13.8"
"CZ06,2017,1.73,123.3,""1247,90565"",13.2,4830.2,16.1"
"CZ06,2017,1.73,123.3,""1971,115644"",13.2,4830.2,16.1"
"CZ06,2017,1.73,123.3,""2208,328091"",13.2,4830.2,16.1"
"CZ06,2017,1.73,123.3,""3531,479229"",13.2,4830.2,16.1"
"CZ06,2017,1.73,123.3,""4575,939315"",13.2,4830.2,16.1"
"CZ06,2017,1.73,123.3,""51,18174162"",13.2,4830.2,16.1"
"CZ06,2017,1.73,123.3,""985,7009721"",13.2,4830.2,16.1"
"CZ06,2018,1.76,123.6,""1004,715946"",13.1,7246,17.9"
"CZ06,2018,1.76,123.6,""1256,689676"",13.1,7246,17.9"
"CZ06,2018,1.76,123.6,""1856,787889"",13.1,7246,17.9"
"CZ06,2018,1.76,123.6,""2063,45584"",13.1,7246,17.9"
"CZ06,2018,1.76,123.6,""3568,966078"",13.1,7246,17.9"
"CZ06,2018,1.76,123.6,""4660,315683"",13.1,7246,17.9"
"CZ06,2018,1.76,123.6,""49,58829513"",13.1,7246,17.9"
"CZ06,2019,1.77,124,""1047,343676"",12.8,5572,13.7"
"CZ06,2019,1.77,124,""1259,813624"",12.8,5572,13.7"
"CZ06,2019,1.77,124,""1851,854394"",12.8,5572,13.7"
"CZ06,2019,1.77,124,""1975,483747"",12.8,5572,13.7"
"CZ06,2019,1.77,124,""3603,289206"",12.8,5572,13.7"
"CZ06,2019,1.77,124,""4455,678167"",12.8,5572,13.7"
"CZ06,2019,1.77,124,""47,57055634"",12.8,5572,13.7"
"CZ07,2017,1.67,133.4,""1300,239166"",13.8,4632.1,19.3"
"CZ07,2017,1.67,133.4,""1638,6434"",13.8,4632.1,19.3"
"CZ07,2017,1.67,133.4,""1849,512792"",13.8,4632.1,19.3"
"CZ07,2017,1.67,133.4,""2765,132379"",13.8,4632.1,19.3"
"CZ07,2017,1.67,133.4,""32,96517054"",13.8,4632.1,19.3"
"CZ07,2017,1.67,133.4,""560,2894089"",13.8,4632.1,19.3"
"CZ07,2017,1.67,133.4,""719,597697"",13.8,4632.1,19.3"
"CZ07,2018,1.71,133.3,""1283,007722"",14.2,6916,20.1"
"CZ07,2018,1.71,133.3,""1495,851725"",14.2,6916,20.1"
"CZ07,2018,1.71,133.3,""1868,743546"",14.2,6916,20.1"
"CZ07,2018,1.71,133.3,""2830,989978"",14.2,6916,20.1"
"CZ07,2018,1.71,133.3,""31,93886245"",14.2,6916,20.1"
"CZ07,2018,1.71,133.3,""557,0792829"",14.2,6916,20.1"
"CZ07,2018,1.71,133.3,""671,2087467"",14.2,6916,20.1"
"CZ07,2019,1.67,133.2,""1214,821683"",13.4,5316.7,15.4"
"CZ07,2019,1.67,133.2,""1435,30213"",13.4,5316.7,15.4"
"CZ07,2019,1.67,133.2,""1886,295066"",13.4,5316.7,15.4"
"CZ07,2019,1.67,133.2,""2785,918034"",13.4,5316.7,15.4"
"CZ07,2019,1.67,133.2,""30,6392759"",13.4,5316.7,15.4"
"CZ07,2019,1.67,133.2,""583,9777734"",13.4,5316.7,15.4"
"CZ07,2019,1.67,133.2,""668,7543622"",13.4,5316.7,15.4"
"CZ08,2017,1.6,227.3,""1440,682425"",17.2,4358.7,24.1"
"CZ08,2017,1.6,227.3,""1538,313902"",17.2,4358.7,24.1"
"CZ08,2017,1.6,227.3,""19,60944301"",17.2,4358.7,24.1"
"CZ08,2017,1.6,227.3,""355,0261751"",17.2,4358.7,24.1"
"CZ08,2017,1.6,227.3,""491,4514793"",17.2,4358.7,24.1"
"CZ08,2017,1.6,227.3,""6055,350801"",17.2,4358.7,24.1"
"CZ08,2017,1.6,227.3,""6838,658032"",17.2,4358.7,24.1"
"CZ08,2018,1.68,226.7,""1406,992976"",17.6,6350.2,25.6"
"CZ08,2018,1.68,226.7,""1455,207868"",17.6,6350.2,25.6"
"CZ08,2018,1.68,226.7,""18,99894017"",17.6,6350.2,25.6"
"CZ08,2018,1.68,226.7,""332,2341447"",17.6,6350.2,25.6"
"CZ08,2018,1.68,226.7,""482,4100358"",17.6,6350.2,25.6"
"CZ08,2018,1.68,226.7,""5979,790439"",17.6,6350.2,25.6"
"CZ08,2018,1.68,226.7,""6875,667604"",17.6,6350.2,25.6"
"CZ08,2019,1.66,226.2,""1331,868018"",15.7,4970.3,18.4"
"CZ08,2019,1.66,226.2,""1468,607652"",15.7,4970.3,18.4"
"CZ08,2019,1.66,226.2,""18,22587672"",15.7,4970.3,18.4"
